X,Y,OBJECTID,Record_Num,Date_Updated,AgencySiteService,PublicComments,AgencyName,ServiceName,ServiceName2,SiteName,AlternateName,FormerName,LegalName,OfficePhone,TollFreePhone,TTYPhone,AfterHoursPhone,TextPhone,CrisisPhone,Fax,EMail,Website,SocialMedia,PrimaryContact,PrimaryContactEmail,PrimaryContactFax,PrimaryContactName,PrimaryContactPhone,PrimaryContactTitle,AlternateContact,VolunteerCoordinator,EmailForm,ParentAgencyRecordNum,ParentAgencyName,DescriptionAgency,LegalStatus,Established,PrimaryExecutive,PrimaryExecutiveEmail,PrimaryExecutiveFax,PrimaryExecutiveName,PrimaryExecutivePhone,PrimaryExecutiveTitle,AlternateExecutive,Funding,Elections,DescriptionService,Hours,Dates,Meetings,AreasServed,Boundaries,Eligibility,Application,Languages,Fees,AdditionalServices,SiteLocation,LocatedInCommunity,SiteBuilding,SiteCity,SiteCountry,SitePostalCode,SiteProvince,SiteStreetName,SiteStreetDirection,SiteStreetNum,SiteStreetType,SiteAddressSuffix,Longitude,Geocoding,Latitude,Intersection,MailBoxType,MailBuilding,Mail_CO,MailCity,MailCountry,MailPOBox,MailPostal,MailProvince,MailStreetName,MailStreetDirection,MailStreetNum,MailStreetType,MailAddressSuffix,PhysicalAccess,Taxonomy,AdditionalServiceSites,AgencySites,AgencyServices,RecordOwnerAgency
628218.88,4792010.4871,22967,OAK3592,20240523,Service,<p><strong>Splash pads normally open on June 1st but this date is dependent on the weather<br></strong></p>,Oakville. Parks and Open Space,Splash Pads,,Multiple Locations,Spray Pads,,,ServiceOakville 905-845-6601,,,,,,,,www.oakville.ca/parks-recreation-culture/parks-gardens-trails/parks/splash-pads/,"Facebook: www.facebook.com/TownofOakville
LinkedIn: https://www.linkedin.com/company/town-of-oakville/
X (Twitter): twitter.com/townofoakville
YouTube: www.youtube.com/user/TownofOakvilleTV",,,,,,,,,,OAK4100,Oakville. Parks and Open Space,,,,,,,,,,,City / Town,,"<p>Splash pads are located in 22 parks throughout Oakville and provide an opportunity to cool off and have fun on a hot summer day&nbsp;<br>&nbsp;<br><strong>Splash Pads Locations:</strong></p>
<ul>
<","<ul>
<li>Daily, 10 am-9 pm, Jun-mid Sep</li>
<li>with the exception of parks that are adjacent to a school, these splash pads are open from 4 pm until 8 pm, Mon-Fri, and regular hours on weekends</li>
<li>subject to weather conditions</li>
</ul>",,,Oakville,,Children under the age of 10 must be accompanied by an adult,<p>No application required</p>,English,None,,,Oakville,,,,,,,,,,,-79.42,,43.27,,,Oakville Town Hall,Parks and Open Space Department,Oakville,,,L6H 0H3,ON,Trafalgar,,1225,Rd,,Unknown - varies - outdoor locations,"Extreme Heat Cooling Centres ; Swimming/Swimming Lessons",Multiple Locations,,,Information Oakville
606152.1332,4813570.2897,22968,OAK3599,20240304,"Agency ; Site ; Service",,Al-Anon Family Groups,Al-Anon / Alateen Meetings,,Oakville,"AFG ; Alanon",,,Greater Toronto answering service 416-410-3809,Out of town meetings 1-888-425-2666,,,,,,gtais.chair@gmail.com,al-anon.alateen.on.ca,"Facebook: https://www.facebook.com/AlAnonFamilyGroupsWSO/
Instagram: https://www.instagram.com/alanon_wso/
X (Twitter): twitter.com/AlAnon_WSO","Greater Toronto Al-Anon Information Services; Phone: 416-410-3809; Email: gtais.chair@gmail.com",gtais.chair@gmail.com,,,416-410-3809,Greater Toronto Al-Anon Information Services,"Public Outreach Coordinator, Al-Anon Family Groups; Email: ontariosouthpo@gmail.com",,,,,<p>Support group for family and friends of individuals with alcohol abuse issues</p>,(51) Registered Charity,,,,,,,,,Donations,,"<p>An anonymous fellowship of relatives and friends of alcoholics, separate from Alcoholics Anonymous (AA), who share their experience, strength and hope in order to solve their common problems</p>
<u","<p><strong>Alateen:</strong></p>
<ul>
<li><a href=""mailto:os.alateen.coordinator@gmail.com"">Contact Alateen Coordinator</a> for online(only) Alateen meeting information</li>
<li>See full <a href=""https://al-anon.alateen.on.ca/meetings/?tsml-day=any&amp;tsml-type=Y"" target=""_blank"">listing of Ontario South Alateen meetings</a></li>
</ul>
<p><strong>Al-Anon Meetings in Oakville:</strong></p>
<p>Mon 7:45 pm</p>
<ul>
<li><a href=""https://al-anon.alateen.on.ca/meetings/in-person-monday-night-oakville-afg-d16/"" target=""_blank"">Monday Night Oakville AFG</a>, at St Jude's Church, 160 William St, basement</li>
<li>no food or beverages</li>
</ul>
<p>Fri 10 am</p>
<ul>
<li><a href=""https://al-anon.alateen.on.ca/meetings/in-person-friday-a-m-oakville-afg-d16/"" target=""_blank"">Friday am Oakville AFG</a>, at Glen Abbey United Church, 1469 Nottinghill Gate</li>
</ul>
<p>Sat 10 am</p>
<ul>
<li><a href=""https://al-anon.alateen.on.ca/meetings/in-person-saturday-morning-oakville-afg-d16/"" target=""_blank"">Saturday Morning AFG</a>, at Hopedale Presbyterian Church, 156 Third Line</li>
</ul>",,,Oakville,,"<ul><li>relatives/friends of alcoholics
<li>ages 13-19 years for Alateen programs</ul>",<p>Attend a meeting</p>,English,None,,Various locations throughout Oakville,Oakville,,Oakville,,,ON,,,,,,-79.687666,"Site Address data
43.4675170, -79.6876660",43.467517,,PO Box,,Greater Toronto Al-Anon Information Services,Etobicoke,,30246,M9W 1B0,ON,Rexdale,,123,Blvd,,Unknown - varies by meeting location,Families/Friends of Individuals With an Alcohol Use Disorder Support Groups,,,,Information Oakville
628218.88,4792010.4871,22969,OAK3600,20240304,Service,,Oakville. Parks and Open Space,Leash Free Dog Parks,,Multiple Locations,Off Leash,,,ServiceOakville 905-845-6601,1-877-625-8455,"905-338-4200;  
Bell Relay 1-800-855-0511",After hours emergency 905-845-6601,,,905-815-2025,service@oakville.ca,www.oakville.ca/parks-recreation-culture/parks-gardens-trails/parks/dog-parks/,"Facebook: www.facebook.com/TownofOakville
Instagram: https://www.instagram.com/townofoakville/
LinkedIn: https://www.linkedin.com/company/town-of-oakville/
X (Twitter): twitter.com/townofoakville
YouT",,,,,,,,,,OAK4100,Oakville. Parks and Open Space,,,,,,,,,,,,,"<p>Leash-free dog parks are fully fenced areas where owners are allowed to have up to two dogs off-leash at a time</p>
<ul>
<li>self-funded by dog walking groups</li>
<li>operate year round, seven day",<p>Available Mon-Sun dawn to dusk</p>,,,Oakville,,No restrictions,<p>No application required</p>,English,None,,,Oakville,,,,,,,,,,,-79.42,,43.27,,,Oakville Town Hall,Parks and Open Space Department,Oakville,,,L6H 0H3,ON,Trafalgar,,1225,Rd,,Not Accessible,Public Parks ~ Animal/Pet Issues,Multiple Locations,,,Information Oakville
603701.9095,4811835.4064,22970,OAK3604,20240730,"Agency ; Site ; Service",,Halton Civitan Club,Halton Civitan Club,,Oakville - Mailing Address,,,,,,,,,,,haltoncivitanclub@gmail.com,www.civitan.on.ca/clubs/halton,Facebook: www.facebook.com/HaltonCivitanClub,"Marlyne Van Exan, President; Phone: 905-845-0322; Email: mvanexan@outlook.com",mvanexan@outlook.com,,Marlyne Van Exan,905-845-0322,President,"Jadzia Weir, President-Elect; Phone: 905-469 6390; Email: jadziaweir@hotmail.com",,,,,<p>A service club serving the community through fundraising and hands-on projects</p>,(50) Non Profit,1999,,,,,,,,Fundraising,AGM Oct,"<p>Supports charitable organizations including:</p>
<ul>
<li>Community Living Oakville&nbsp;</li>
<li>Central West Specialized Developmental Services&nbsp;</li>
<li>Lighthouse for Grieving Children</l","<ul>
<li>meet second Sun of the month at 1 pm</li>
<li>contact President for meeting information</li>
</ul>",,,Halton Region,,"Ages: 18 year(s) and up

Men and women",<p>Call the President for an application form</p>,English,"Membership ; Contact the President for fee structure",,,Oakville,Community Living Oakville (meeting location),Oakville,,L6M 4G2,ON,Dorval,,1333,Dr,Suite 300,-79.71828,"Site Address data
43.4522430, -79.7182800",43.452243,Dorval Dr and Old Abbey Lane,,,Marlyne Van Exan,Oakville,,,L6H 2K7,ON,Langdale,,1347,Cres,,Fully Accessible - meeting location,Service Clubs,,,,Information Oakville
914857.9101,5043472.7263,22971,OAK3615,20240124,"Agency ; Site ; Service",,Canada. Department of Justice,Child Support Guidelines,,Ottawa - Mailing Address,,,,Toll free 1-888-373-2222,,1-800-267-7676,,,,613-990-8197,fcyinfofea@justice.gc.ca,https://www.justice.gc.ca/eng/fl-df/child-enfant/index.html,"Facebook: https://www.facebook.com/JusticeCanadaEn
RSS: www.justice.gc.ca/eng/news-nouv/rss.html
X (Twitter): https://twitter.com/JusticeCanadaEn
YouTube: www.youtube.com/user/JusticeCanadaEn",,,,,,,,,,,,"<p>The Department of Justice works to ensure that Canada's justice system is as fair, accessible and efficient as possible. The Department helps the federal government to develop policy and to draft a",(40) Federal Government,,,,,,,,,Federal,,"<p>The Federal Guidelines are a set of rules and tables used to determine child support when parents divorce, and are the law</p>
<ul>
<li>to establish a fair standard of support for children so that ",<p>Telephone Information officers Mon-Fri 8 am-12 noon and 1 pm-4 pm * messages left after hours or on statutory holidays will be returned during business hours</p>,,,"Canada ; Ontario",,No restrictions,<p>Call or visit the website for information</p>,"English ; French",None,,,Ottawa,,Ottawa,,,ON,,,,,,-75.697193,"Site Address data
45.4215300, -75.6971930",45.42153,,,East Memorial Building,"Family, Children and Youth Section, Department of Justice Canada",Ottawa,,,K1A 0H8,ON,Wellington,,284,St,5th Flr,Not Applicable - telephone and online service only,"Child Support Assistance/Enforcement ; Federal Government Departments ~ Legal Issues ; Legal Information Services ~ Divorce/Custody/Support Issues",,,,Information Oakville
606152.1332,4813570.2897,22972,OAK3627,20240403,"Agency ; Site ; Service",,Global Friends Foundation,Global Friends Foundation,,Oakville - Mailing Address,"GFF ; Global Friends",,,416-886-6777,,,,,,,info@globalfriends.ca,www.globalfriends.ca,Facebook: https://www.facebook.com/GlobalFriendsFoundation,"Catherine Mulvale, Founder and Director; Phone: 416-886-6777; Email: catherine@globalfriends.ca",catherine@globalfriends.ca,,Catherine Mulvale,416-886-6777,Founder and Director,"Zack Mulvale, Member, Board of Directors; Phone: 365-292-5159; Email: ZackMulvale@gmail.com",,,,,"<p>A registered, charitable organization run by volunteers working to empower orphaned and vulnerable youth around the world to become educated, capable, contributing and self-sustaining.</p>",(51) Registered Charity,2013,,,,,,,,"Grants ; Fundraising - events ; Donations - personal and corporate ; Partnerships and sponsorships",,"<p>The goal of the foundation is to help youth become independent by:</p>
<ul>
<li>offering vocational training and scholarships</li>
<li>building schools in needy areas</li>
<li>mentoring to enhance ",<p>Hours not specified</p>,,,"Canada ; International ; Ontario ; Tanzania, Uganda",,No restrictions,<p>Email for information</p>,English,None,,,Oakville,,Oakville,,,ON,,,,,,-79.687666,"Site Address data
43.4675170, -79.6876660",43.467517,,,,Global Friends Foundation,Oakville,,,L6M 4C3,ON,Scotch Pine,,2511,Dr,,Not Applicable - Mailing address,International Development Programs ~ Youth,,,,Information Oakville
606327.6901,4812515.181,22973,OAK3632,20240326,"Agency ; Site ; Service",,Cornerstone Baptist Church,Cornerstone Baptist Church,,Oakville - Mailing Address,,,,905-847-3530,,,,,,,office@cornerstonebc.ca,,Facebook: www.facebook.com/CornerstoneOakville/,,,,,,,,,,,,<p>A Baptist church serving the surrounding community</p>,(51) Registered Charity,1999,,,,,,,,Donations,AGM Jan or Feb,"<p>Church Services</p>
<ul>
<li>Sunday Worship Service</li>
<li>Bible Classes</li>
<li>midweek Bible Study (locations, dates and times vary)</li>
<li>nursery care provided during services</li>
</ul>","<ul>
<li>Worship Service: Sun 10:30 am and 5 pm</li>
<li>No office hours</li>
</ul>",,,Oakville,,No restrictions,"<p>Call, email or visit</p>",English,Donation,,,Oakville,Holiday Inn Oakville Centre (Sunday worship location),Oakville,,L6J 3J3,ON,Argus,,590,Rd,,-79.685702,"Site Address data
43.4579940, -79.6857020",43.457994,Trafalgar Rd and QEW,,RPO Glen Abbey,Cornerstone Baptist Church,Oakville,,60057,L6M 3H2,ON,,,,,,Fully Accessible - worship location,Christian Churches ~ Baptist Community,,,,Information Oakville
606152.1332,4813570.2897,22974,OAK3655,20240704,"Agency ; Site ; Service",,Brahma Kumari World Spiritual University,Oakville Meditation Class,,Oakville,Raja Yoga,,,"Oakville 905-847-1179, Toronto 416-537-3034",,,,,,,toronto@ca.brahmakumaris.org,brahmakumaris.ca,"Facebook: https://www.facebook.com/BrahmaKumarisCanada/
X (Twitter): twitter.com/brahmakumaris","Indira, Oakville Contact; Email: raja.yoga@live.com",raja.yoga@live.com,,Indira,,Oakville Contact,,,,,,"<p>A registered charity offering meditation classes following the Brahma Kumaris World Spiritual University's theory on the intrinsic goodness of all people, teaching a practical method of meditation ",(51) Registered Charity,,"Ontario Coordinator Toronto Office; Phone: 416-537-3034; Email: toronto@ca.bkwsu.org",toronto@ca.bkwsu.org,,,416-537-3034,Ontario Coordinator Toronto Office,,Donations,,"<p>Nurturing the well-being of the entire human family</p>
<ul>
<li>promotes spiritual understanding, leadership with integrity and elevated actions towards a better world</li>
<li>uses Raja Yoga Medi","<ul>
<li>call the Oakville contact for information</li>
<li>practices at 2067 White Dove Circle, Oakville L6M 3R7</li>
<li>by appointment only</li>
</ul>",,,Oakville,,Ages: 18 year(s) and up,<p>Email for information or register online</p>,English,None - donations accepted,,,Oakville,,Oakville,,,ON,,,,,,-79.687666,"Site Address data
43.4675170, -79.6876660",43.467517,,,,,Toronto,,,M9L 2L1,ON,Islington,,3000,Ave,,Not Accessible - meeting location,Independent Spiritual Pursuits,,,,Information Oakville
601776.5866,4807617.4279,22975,OAK3669,20231221,Service,,Halton. Halton Region Public Health,School Years Health,,Oakville - Halton Regional Centre,"Halton Region Health Department ; Healthy Families","Halton. Halton Region Health Department (Oct 2023) ; School Years Health (2018)",,Mon-Sun 24 hours 905-825-6000 or call 3-1-1,1-866-442-5866,905-827-9833,,,,905-845-0588,accesshalton@halton.ca,https://www.halton.ca/For-Residents/Children-and-Parenting,"Facebook: www.facebook.com/RegionOfHalton
Instagram: www.instagram.com/RegionofHalton
X (Twitter): https://twitter.com/RegionofHalton
YouTube: www.youtube.com/RegionOfHalton","Angela DeMaria, Manager, School Years",,,Angela DeMaria,,"Manager, School Years",,,,OAK2807,Halton. Halton Region Public Health,,,,,,,,,,,Regional / Municipal,,"<p>Promotes the health of school aged children and youth and their families by providing a variety of programs and services&nbsp;<br>&nbsp;<br><strong>Preparing for Kindergarten</strong></p>
<ul>
<li>",<p>Mon-Fri 8:30 am-4:30 pm</p>,,,Halton Region,,"Ages: 3.8 year(s) - 18 year(s)

Children and their parents","<p>Call, email or visit website</p>",English,None,,,Oakville,Halton Regional Centre,Oakville,,L6M 3L1,ON,Bronte,,1151,Rd,,-79.742857,"Site Address data
43.4145360, -79.7428570",43.414536,,,,Halton Region Public Health,,,,,,,,,,,Fully Accessible,"Alcohol Use Disorder Education/Prevention ; Drug Use Disorder Education/Prevention ; Medical Information Services ~ Children's Issues ; Parent/Family Involvement in Education ; Parenting Helplines ; Parenting Skills Classes ; Personal Safety Education ; Student Counselling Services ~ Health Issues ; Tobacco Use Education/Prevention",Oakville - Halton Regional Centre,,,Information Oakville
602137.4802,4817547.5932,22976,OAK3672,20240503,"Agency ; Site ; Service",,Al-Falah Islamic School,Private Elementary School,,Oakville,Al Falah Islamic School,,,905-257-5782 ext 0,,,,,,,office@al-falah.org,alfalahschool.ca,X (Twitter): https://twitter.com/Al_FalahSchool,"Ms Ghousia Ali, Principal; Phone: 905-257-5782 ext 1; Email: g.ali@al-falah.org",g.ali@al-falah.org,,Ms Ghousia Ali,905-257-5782 ext 1,Principal,"Ms Raheel Rafeeq, Office Manager; Phone: 905-257-5782 ext 0; Email: r.rafeeq@al-falah.org",,,,,<p>A private Islamic school offering Junior Kindergarten to Grade 8.</p>,(50) Non Profit,1998,,,,,,,,Fees - tuition,,"<p>Provides an education experience that is rich in Islamic faith, academics, and developmental programs</p>",<p>Administration Mon-Fri 8:30 am-3:45 pm</p>,,,"Halton Region ; Peel Region",,Ages: 4 year(s) and up,<p>Call for information</p>,"English ; French ; Arabic",Program,,,Oakville,,Oakville,,L6H 7B4,ON,Burnhamthorpe,E,391,Rd,,-79.73654,"Site Address data
43.5038800, -79.7365400",43.50388,Trafalgar Rd and Burnhamthorpe Rd E,,,,,,,,,,,,,,Partially Accessible - manual door,Elementary Schools ~ Muslim Community,,,,Information Oakville
604021.8759,4807128.7913,22977,OAK3673,20241115,"Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",YMCA of Oakville,Licensed Child Care Centre,Oakville - Gladys Speers Public School,Oakville - Gladys Speers Public School,SACC,,,905-845-3417 ext 3040,,,,,,,gladysspeerssacc@oakville.ymca.ca,www.ymcaofoakville.org/child-care/,"Facebook: https://www.facebook.com/ymcaofoakville
Instagram: www.instagram.com/ymcaofoakville/
LinkedIn: www.linkedin.com/company/ymca-of-oakville
X (Twitter): twitter.com/YMCAOakville
YouTube: www.yo","Gillian Beaver, Director, Child Care, YMCA of Oakville; Phone: 905-845-3417 ext 3040; Email: gillianbe@oakville.ymca.ca",gillianbe@oakville.ymca.ca,,Gillian Beaver,905-845-3417 ext 3040,"Director, Child Care","Centre Phone; Phone:  * 905-465-5162; Email: gladysspeerssacc@oakville.ymca.ca",,,OAK0362,YMCA of Oakville,,,,"Lorraine Pettinato, Vice President, Child Care, YMCA of Oakville; Phone: 905-845-5597 ext 2400; Email: lorrainepe@oakville.ymca.ca",lorrainepe@oakville.ymca.ca,,Lorraine Pettinato,905-845-5597 ext 2400,"Vice President, Child Care",,,,<p>Government licensed before and after school child care program within the school</p>,<p>Mon-Fri 7 am-9 am and 3:15 pm-6 pm</p>,<p>Sep-Jun</p>,,Oakville,,"Ages: 3.8 year(s) - 12 year(s)

Students of Gladys Speers Public School","<p>Registrations are processed on a first come, first served basis * full time participants are considered before part time participants</p>",English,"Program ; Fee assistance available for those assessed to have financial need ; assistance is provided by YMCA / Halton Region.",,,Oakville,Gladys Speers Public School,Oakville,,L6L 2P6,ON,Samway,,2150,Rd,,-79.715223,"Site Address data
43.4098290, -79.7152230",43.409829,Third Line and Bridge Rd,,,,,,,,,,,,,,"Partially Accessible - Parking accessible * flat grade main entrance, but no automatic door * washrooms accessible","Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
599109.34,4809531.437,22978,OAK3674,20240610,"Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",YMCA of Oakville,Licensed Child Care Centre,Oakville - Palermo Public School,Oakville - Palermo Public School,SACC,,,905-510-2393,,,,,,,sumerde@oakville.ymca.ca,www.ymcaofoakville.org/child-care/,"Facebook: www.facebook.com/YMCAOakville
Instagram: www.instagram.com/ymcaofoakville/
LinkedIn: www.linkedin.com/company/ymca-of-oakville
X (Twitter): twitter.com/YMCAOakville
YouTube: www.youtube.com/","Sumer Debaissy, Director, Child Care, YMCA of Oakville; Phone: 905-208-0523 ext 3050; Email: sumerde@oakville.ymca.ca",sumerde@oakville.ymca.ca,,Sumer Debaissy,905-208-0523 ext 3050,"Director, Child Care","Aisha Kamran, Team Leader, Childcare, YMCA of Oakville; Email: palermosacc@oakville.ymca.ca",,,OAK0362,YMCA of Oakville,,,,"Lorraine Pettinato, General Manager, Child Care, YMCA of Oakville; Phone: ext 2400; Email: lorrainepe@oakville.ymca.ca",lorrainepe@oakville.ymca.ca,,Lorraine Pettinato,ext 2400,"General Manager, Child Care",,,,<p>Government licensed before and after school child care program within the school</p>,<p>Mon-Fri 7 am-6 pm</p>,<p>Sep-Jun</p>,,Oakville,,"Ages: 3.8 year(s) - 12 year(s)

Students of Palermo Public School","<p>Registrations are processed on a first come, first served basis * full time participants are considered before part time participants</p>",English,"Program ; Fee assistance available for those assessed to have financial need ; assistance is provided by YMCA / Halton Region.",,,Oakville,Palermo Public School,Oakville,,L6M 5H4,ON,Valleyridge,,2561,Dr,,-79.775448,"Site Address data
43.4321240, -79.7754480",43.432124,Bronte Rd and Dundas St W,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
